Account,Influence Score,Total Impressions,Total Engagements,Human Followers,Bot Followers,Tweets,Avg Tweet Quality,Avg Engagement Rate,Tweet Probability,Popularity Multiplier,DoNotUse
7,52.701,6549423,1375998,18572,698,639,0.514,0.210,0.589,1.220,
8,12.538,2859118,327372,8215,641,470,0.473,0.115,0.423,1.099,
9,22.269,4113199,581444,11516,509,620,0.397,0.141,0.600,1.140,
10,0.992,455337,25902,1380,32,501,0.750,0.057,0.447,1.022,
1,1.360,1756723,31794,5245,655,384,0.468,0.018,0.352,1.065,
2,2.787,2915356,65129,8507,722,445,0.518,0.022,0.398,1.101,
3,0.068,1811781,1588,4692,262,626,0.453,0.001,0.564,1.046,
4,36.393,5877905,850568,16542,875,569,0.530,0.145,0.498,1.161,
5,33.730,4201920,788330,12523,694,487,0.599,0.188,0.442,1.132,
6,0.928,1255853,21687,3354,118,663,0.455,0.018,0.566,1.050,
7,16.195,7367156,378512,19579,944,677,0.348,0.051,0.580,1.218,
8,1.558,2137025,36418,5874,655,454,0.420,0.017,0.400,1.065,
9,5.427,1443174,126831,4510,754,334,0.464,0.088,0.314,1.060,
10,1.553,1072047,36295,3091,461,362,0.548,0.034,0.317,1.049,
1,2.732,4378701,26924,12595,538,564,0.484,0.006,0.542,1.135,
2,27.232,6468992,268336,19574,396,658,0.563,0.042,0.605,1.187,
3,11.005,5543543,108439,16133,768,578,0.411,0.020,0.566,1.151,
4,2.296,509408,22620,1522,71,489,0.601,0.045,0.443,1.022,
5,4.435,6364392,43701,18962,874,533,0.530,0.007,0.488,1.214,
6,1.378,218404,13575,623,3,464,0.516,0.063,0.454,1.015,
7,18.100,858234,178352,2433,292,420,0.356,0.208,0.413,1.034,
8,2.846,872934,28040,2715,508,320,0.427,0.032,0.293,1.041,
9,15.677,1620053,154478,4678,710,374,0.467,0.095,0.354,1.056,
10,14.300,5697634,140913,15840,835,601,0.513,0.025,0.568,1.174,
1,4.575,761823,20310,2422,406,306,0.444,0.027,0.279,1.033,
2,26.828,1422450,119094,4157,741,353,0.474,0.084,0.307,1.049,
3,4.250,2066704,18867,5741,251,607,0.420,0.009,0.500,1.074,
4,21.869,9072729,97081,26878,231,749,0.724,0.011,0.659,1.257,
5,1.505,355292,6683,886,13,707,0.371,0.020,0.583,1.016,
6,0.945,188178,4194,613,40,344,0.506,0.023,0.306,1.012,
7,2.193,1898762,9735,5271,397,487,0.496,0.005,0.418,1.051,
8,12.088,631225,53660,1829,43,542,0.621,0.085,0.454,1.025,
9,24.483,2766587,108682,7804,786,452,0.306,0.039,0.373,1.084,
10,1.263,143497,5606,442,1,453,0.499,0.041,0.406,1.013,
1,4.769,2482905,88107,7618,777,368,0.665,0.036,0.382,1.078,
2,0.179,1200343,3304,3733,314,399,0.585,0.003,0.375,1.051,
3,2.776,27058615,51286,87621,973,669,0.677,0.002,0.655,1.903,
4,28.932,6159947,534515,18526,598,580,0.716,0.087,0.569,1.193,
5,39.676,6931136,733007,22190,755,526,0.618,0.106,0.525,1.236,
6,0.883,477914,16319,1462,24,540,0.513,0.035,0.539,1.022,
7,5.688,3894414,105079,11308,743,494,0.430,0.027,0.465,1.125,
8,1.338,1553307,24720,4236,622,420,0.326,0.016,0.423,1.058,
9,0.281,2843586,5183,7889,562,516,0.442,0.002,0.483,1.108,
10,15.479,5132502,285980,15154,938,494,0.549,0.056,0.489,1.164,
1,5.855,2019051,73298,5693,359,555,0.463,0.036,0.582,1.060,
2,2.438,458234,30520,1406,51,493,0.587,0.067,0.513,1.022,
3,3.148,583796,39407,1677,159,444,0.372,0.068,0.474,1.025,
4,6.926,2083161,86699,6023,490,476,0.523,0.042,0.480,1.072,
5,14.618,1249429,182983,3432,163,575,0.535,0.147,0.617,1.054,
6,13.692,4765604,171391,12686,719,592,0.552,0.036,0.611,1.143,
7,1.161,617623,14536,1931,304,319,0.559,0.024,0.341,1.028,
8,25.899,4070589,324204,11515,759,517,0.433,0.080,0.554,1.130,
9,24.084,5480743,301488,16639,897,498,0.595,0.055,0.516,1.176,
10,2.178,4284217,27269,11724,803,534,0.416,0.006,0.554,1.112,
1,7.731,2264697,83175,6658,406,496,0.608,0.037,0.448,1.065,
2,0.412,573577,4436,1547,57,617,0.376,0.008,0.584,1.024,
3,4.304,937779,46305,2511,346,466,0.194,0.050,0.436,1.040,
4,10.598,5721040,114025,15461,765,582,0.550,0.020,0.536,1.158,
5,4.476,959018,48158,2625,113,573,0.478,0.051,0.529,1.038,
6,0.732,931428,7877,3025,668,266,0.618,0.009,0.255,1.033,
7,16.406,4093557,176513,11950,755,494,0.543,0.043,0.451,1.117,
8,21.261,3263394,228741,10015,678,454,0.610,0.070,0.419,1.097,
9,2.328,5278973,25043,15615,746,520,0.597,0.005,0.482,1.167,
10,31.752,7394559,341611,22500,952,533,0.626,0.046,0.482,1.237,
1,2.652,1259882,56297,3283,196,548,0.420,0.045,0.555,1.042,
2,7.902,2914534,167731,8354,752,443,0.517,0.058,0.445,1.096,
3,3.573,4139864,75832,12554,905,465,0.496,0.018,0.465,1.124,
4,10.292,6184144,218447,17613,752,579,0.484,0.035,0.567,1.168,
5,5.551,2143010,117819,6197,436,499,0.449,0.055,0.518,1.078,
6,25.324,7873462,537502,20728,648,732,0.405,0.068,0.757,1.232,
7,0.142,653766,3018,2073,469,286,0.459,0.005,0.288,1.033,
8,33.944,7091729,720467,22041,743,561,0.628,0.102,0.559,1.229,
9,0.027,1222218,580,3802,640,339,0.434,0.001,0.357,1.048,
10,10.593,4200199,224840,11436,753,550,0.389,0.054,0.596,1.115,
1,23.890,3321469,199759,9265,660,497,0.538,0.060,0.530,1.090,
2,0.245,385179,2052,1152,6,594,0.434,0.006,0.693,1.022,
3,2.270,445700,18981,1399,75,421,0.559,0.043,0.504,1.024,
4,13.334,2301738,111494,6998,576,410,0.573,0.049,0.475,1.088,
5,4.212,4294114,35219,12600,937,491,0.390,0.008,0.563,1.138,
6,5.055,560893,42270,1544,78,499,0.450,0.076,0.581,1.019,
7,25.293,2984303,211494,8935,632,456,0.565,0.071,0.535,1.094,
8,7.713,3587777,64491,10334,624,554,0.400,0.018,0.646,1.113,
9,7.029,992579,58774,2851,91,578,0.530,0.060,0.685,1.035,
10,10.958,3446016,91626,9934,557,500,0.588,0.027,0.579,1.115,
1,8.828,6348844,84194,17006,575,697,0.389,0.013,0.575,1.157,
2,24.084,3025060,229694,8918,873,406,0.616,0.076,0.352,1.093,
3,30.639,5714139,292210,16379,748,590,0.491,0.051,0.496,1.174,
4,2.819,1158367,26885,2982,114,653,0.371,0.023,0.551,1.038,
5,8.243,2288892,78617,6542,439,494,0.438,0.034,0.405,1.073,
6,3.476,606131,33152,1981,436,274,0.432,0.055,0.225,1.037,
7,15.318,2142321,146089,6277,642,434,0.530,0.068,0.387,1.084,
8,0.221,1343252,2109,4444,894,277,0.472,0.002,0.224,1.053,
9,4.914,4343078,46865,12650,756,527,0.495,0.011,0.467,1.125,
10,1.459,3908701,13916,10929,375,653,0.482,0.004,0.565,1.113,
1,21.885,4240467,468058,12765,255,597,0.769,0.110,0.568,1.154,
2,3.554,499665,76010,1294,64,610,0.382,0.153,0.603,1.013,
3,8.315,2670349,177839,7878,921,425,0.484,0.067,0.434,1.089,
4,0.924,315726,19757,858,25,526,0.453,0.063,0.513,1.021,
5,2.295,3110768,49086,9294,592,494,0.604,0.016,0.496,1.115,
6,7.057,1847471,150928,5794,675,349,0.558,0.082,0.351,1.065,
7,4.342,8929066,92854,27968,861,566,0.618,0.010,0.555,1.308,
8,39.582,4176505,846548,12367,842,475,0.493,0.203,0.455,1.130,
9,3.776,2004577,80758,5784,817,392,0.462,0.040,0.403,1.072,
10,8.270,3754861,176869,10306,643,569,0.430,0.047,0.552,1.121,
1,57.092,9176105,634195,27595,866,607,0.486,0.069,0.568,1.290,
2,2.181,5272108,24232,15098,731,550,0.560,0.005,0.500,1.176,
3,5.570,4089751,61868,10484,739,616,0.340,0.015,0.549,1.118,
4,0.245,1065582,2727,3260,18,657,0.624,0.003,0.572,1.048,
5,3.282,641392,36458,1963,319,334,0.483,0.057,0.322,1.027,
6,0.196,615222,2181,1966,628,253,0.466,0.004,0.237,1.033,
7,0.420,515637,4661,1485,80,501,0.419,0.010,0.459,1.024,
8,11.679,4556781,129734,13321,771,513,0.595,0.029,0.454,1.153,
9,17.497,1434322,194358,4192,382,432,0.602,0.136,0.401,1.059,
10,1.838,1352144,20413,3646,282,540,0.323,0.015,0.515,1.042,
1,0.636,2716187,11241,8196,887,404,0.404,0.004,0.401,1.083,
2,30.621,9752523,541248,29179,846,602,0.638,0.056,0.603,1.311,
3,10.985,6487415,194173,18618,948,540,0.569,0.030,0.529,1.183,
4,2.838,2639758,50165,7626,732,447,0.437,0.019,0.449,1.081,
5,1.665,638319,29438,1812,114,491,0.550,0.047,0.486,1.033,
6,0.505,1132998,8922,3314,340,422,0.478,0.008,0.446,1.052,
7,1.401,3349493,24769,9635,869,470,0.455,0.007,0.450,1.116,
8,4.542,2481791,80275,7304,670,431,0.542,0.032,0.438,1.071,
9,7.014,3887315,123984,10634,662,582,0.460,0.032,0.583,1.126,
10,39.792,4767425,703349,13567,540,613,0.525,0.148,0.598,1.148,
1,52.778,9039952,975531,26709,834,665,0.424,0.108,0.713,1.266,
2,0.928,565141,17158,1605,140,443,0.479,0.031,0.498,1.023,
3,13.759,1849125,254320,5371,373,475,0.457,0.138,0.478,1.071,
4,8.257,5083163,152612,14848,589,559,0.586,0.030,0.586,1.148,
5,4.297,1161411,79416,3349,537,357,0.525,0.069,0.372,1.041,
6,0.986,3171241,18233,8907,515,539,0.488,0.006,0.564,1.105,
7,10.365,1187674,191588,3694,437,353,0.516,0.161,0.346,1.032,
8,0.844,318019,15603,916,83,403,0.322,0.050,0.435,1.018,
9,6.581,1438941,121639,4237,44,661,0.638,0.085,0.698,1.045,
10,1.204,397636,22255,1088,24,547,0.638,0.057,0.570,1.015,
1,9.283,4184577,106430,12463,720,504,0.571,0.025,0.509,1.116,
2,7.967,1826852,91343,5084,643,427,0.390,0.050,0.431,1.058,
3,12.949,3594074,148464,9727,721,544,0.304,0.041,0.548,1.110,
4,3.834,1595507,43959,4440,326,498,0.529,0.028,0.520,1.050,
5,5.629,8557899,64538,26474,984,513,0.627,0.008,0.505,1.297,
6,5.172,1797649,59298,5107,226,545,0.583,0.033,0.573,1.057,
7,16.812,9202381,192753,26612,465,705,0.573,0.021,0.693,1.271,
8,2.961,795052,33954,2409,270,370,0.507,0.043,0.393,1.032,
9,28.519,2442573,326984,6920,537,492,0.394,0.134,0.506,1.089,
10,6.874,2682059,78807,7775,949,406,0.511,0.029,0.382,1.083,
1,0.412,403686,6400,1159,138,377,0.498,0.016,0.369,1.028,
2,6.586,2766097,102376,8146,647,457,0.540,0.037,0.460,1.086,
3,0.854,1542220,13276,4597,220,489,0.683,0.009,0.507,1.059,
4,11.834,2363049,183946,6841,235,564,0.597,0.078,0.598,1.081,
5,7.912,3263416,122976,9142,676,522,0.428,0.038,0.528,1.097,
6,29.325,5069504,455832,14784,871,493,0.584,0.090,0.522,1.154,
7,12.208,1447693,189761,4179,90,618,0.600,0.131,0.614,1.053,
8,7.331,2516783,113945,7150,839,441,0.390,0.045,0.452,1.076,
9,22.466,5190836,349204,15729,720,524,0.593,0.067,0.508,1.175,
10,1.073,1756010,16675,4847,377,515,0.440,0.010,0.550,1.071,
1,3.038,595208,31691,1677,106,507,0.431,0.054,0.489,1.022,
2,9.773,2535315,101948,7919,855,365,0.644,0.040,0.390,1.089,
3,47.421,4209589,494649,12515,624,546,0.508,0.118,0.525,1.149,
4,18.494,3649964,192917,9859,337,643,0.602,0.053,0.617,1.090,
5,8.815,822070,91950,2506,299,369,0.561,0.112,0.370,1.032,
6,2.620,1646946,27329,4635,254,520,0.591,0.017,0.524,1.061,
7,1.719,697499,17934,2183,247,342,0.694,0.026,0.361,1.029,
8,0.162,1433640,1694,4142,118,550,0.722,0.001,0.555,1.048,
9,5.251,4595752,54776,13354,773,554,0.466,0.012,0.579,1.138,
10,2.706,685422,28224,1933,41,608,0.520,0.042,0.593,1.031,
1,1.081,1253269,30702,4037,849,277,0.501,0.025,0.256,1.049,
2,1.127,1399653,31991,3813,222,593,0.326,0.023,0.521,1.056,
3,5.765,3291131,163680,9538,722,471,0.593,0.050,0.432,1.097,
4,9.916,4333490,281549,12145,816,516,0.485,0.065,0.429,1.133,
5,1.708,1950063,48487,4988,230,662,0.384,0.025,0.584,1.069,
6,0.107,325487,3031,1000,111,363,0.489,0.010,0.302,1.017,
7,15.143,2553251,429970,7625,747,413,0.580,0.168,0.353,1.091,
8,46.831,9874540,1329735,27697,825,710,0.327,0.135,0.638,1.277,
9,16.988,6075001,482346,17058,999,541,0.506,0.079,0.481,1.179,
10,1.336,1179142,37926,3785,217,456,0.667,0.032,0.427,1.049,
1,1.911,481063,23548,1493,65,460,0.547,0.049,0.462,1.035,
2,7.959,1944225,98062,5914,857,343,0.446,0.051,0.342,1.053,
3,37.177,4575185,458042,12802,534,647,0.372,0.100,0.624,1.129,
4,6.249,1080441,76989,3112,298,449,0.477,0.071,0.435,1.034,
5,2.297,3508419,28296,10325,549,485,0.613,0.008,0.472,1.100,
6,16.608,3688533,204620,10143,646,543,0.516,0.056,0.516,1.119,
7,0.297,166314,3654,457,24,451,0.310,0.023,0.472,1.010,
8,3.028,495728,37307,1434,51,530,0.476,0.076,0.529,1.023,
9,21.246,6438373,261757,17813,878,602,0.512,0.041,0.581,1.183,
10,3.229,1651317,39780,4671,250,494,0.602,0.024,0.495,1.059,
1,33.533,5313012,667168,14538,854,586,0.477,0.126,0.560,1.147,
2,0.565,1312406,11241,3879,367,455,0.435,0.009,0.454,1.050,
3,11.051,2801621,219868,7933,290,564,0.568,0.079,0.563,1.084,
4,4.513,6205982,89796,17018,425,717,0.471,0.015,0.714,1.160,
5,9.413,2611744,187289,7401,689,464,0.463,0.072,0.443,1.075,
6,22.532,7540323,448286,22617,759,579,0.618,0.059,0.607,1.243,
7,1.324,1189149,26349,3878,739,287,0.507,0.022,0.277,1.045,
8,2.116,939093,42094,3310,888,217,0.567,0.045,0.222,1.035,
9,10.988,8180649,218618,23879,876,599,0.565,0.027,0.603,1.265,
10,3.965,943556,78885,2664,158,532,0.473,0.084,0.530,1.038,
1,4.488,1206358,134520,3625,234,452,0.597,0.112,0.433,1.043,
2,0.652,190465,19535,601,10,432,0.457,0.104,0.414,1.013,
3,1.290,640395,38668,1873,240,405,0.423,0.061,0.439,1.025,
4,1.209,2793793,36254,8700,959,386,0.499,0.013,0.412,1.105,
5,1.378,916088,41314,2500,10,752,0.507,0.046,0.712,1.033,
6,1.494,514080,44791,1520,52,549,0.397,0.088,0.552,1.030,
7,79.220,10663699,2374618,30325,894,638,0.533,0.223,0.647,1.306,
8,2.580,1604462,77328,4899,573,368,0.512,0.048,0.382,1.064,
9,5.643,2640972,169157,8065,721,437,0.482,0.064,0.409,1.089,
10,2.046,3869335,61326,11085,551,584,0.363,0.016,0.572,1.131,
1,29.355,5693766,298074,16572,929,531,0.485,0.052,0.503,1.204,
2,0.964,11901718,9787,33054,899,704,0.475,0.001,0.664,1.336,
3,3.067,823685,31138,2438,258,393,0.600,0.038,0.396,1.020,
4,0.619,4278323,6283,12644,788,503,0.437,0.002,0.471,1.143,
5,1.551,1075019,15752,3051,138,567,0.455,0.015,0.538,1.040,
6,1.023,484959,10392,1510,206,340,0.527,0.022,0.335,1.018,
7,35.651,3727406,362012,10132,940,496,0.489,0.097,0.466,1.096,
8,23.416,3137227,237769,9107,905,436,0.421,0.076,0.434,1.103,
9,1.219,326709,12380,995,46,467,0.497,0.039,0.440,1.026,
10,3.135,221280,31837,591,15,569,0.267,0.145,0.549,1.013,
1,1.511,496841,12420,1562,263,311,0.550,0.025,0.321,1.029,
2,17.459,1541360,143532,4478,210,514,0.593,0.093,0.474,1.054,
3,8.934,7604111,73449,22491,912,557,0.542,0.010,0.553,1.209,
4,49.083,9067345,403509,25687,833,618,0.525,0.045,0.562,1.264,
5,1.281,1518019,10531,3982,336,532,0.314,0.007,0.497,1.054,
6,4.177,786259,34338,2129,95,612,0.429,0.044,0.542,1.025,
7,3.324,295258,27326,888,52,444,0.390,0.093,0.439,1.018,
8,5.225,3095080,42953,8647,778,467,0.533,0.014,0.430,1.101,
9,7.956,1895960,65407,5796,813,344,0.511,0.035,0.338,1.070,
10,1.049,2059399,8627,5605,262,601,0.522,0.004,0.563,1.050,
1,2.070,629161,53106,1816,112,456,0.514,0.085,0.381,1.035,
2,3.380,2085674,86732,6216,843,384,0.537,0.042,0.370,1.064,
3,5.580,5796890,143169,15814,833,591,0.414,0.025,0.550,1.141,
4,7.972,3085756,204559,9098,877,420,0.511,0.066,0.382,1.089,
5,0.935,396640,23991,1110,64,471,0.541,0.061,0.419,1.022,
6,6.527,3022987,167475,8957,968,410,0.486,0.055,0.376,1.100,
7,0.700,1573171,17959,4356,267,530,0.603,0.012,0.482,1.046,
8,2.704,1237287,69375,3661,635,337,0.562,0.056,0.308,1.041,
9,60.559,24335330,1553899,72681,967,823,0.425,0.064,0.750,1.724,
10,9.574,1898277,245669,5279,281,578,0.482,0.130,0.512,1.053,
1,1.184,174687,15507,534,0,441,0.575,0.090,0.449,1.019,
2,3.745,914264,49070,2771,109,515,0.674,0.054,0.548,1.030,
3,4.190,2335281,54899,6477,374,540,0.459,0.024,0.591,1.066,
4,9.773,1113943,128036,3259,595,336,0.414,0.115,0.351,1.047,
5,68.311,6638730,894955,18086,673,683,0.462,0.135,0.712,1.186,
6,3.137,2149521,41093,6126,616,452,0.488,0.019,0.509,1.069,
7,2.809,4926862,36795,13769,710,595,0.444,0.008,0.667,1.123,
8,6.171,2248052,80847,7036,968,345,0.453,0.036,0.379,1.086,
9,0.050,2200028,660,5774,736,483,0.231,0.000,0.536,1.062,
10,0.630,3883666,8251,10929,344,613,0.588,0.002,0.670,1.109,
1,0.813,594577,14395,1841,61,475,0.690,0.025,0.437,1.027,
2,42.654,8346668,755560,23703,851,613,0.539,0.091,0.594,1.240,
3,12.157,14927810,215340,42507,951,740,0.446,0.014,0.723,1.449,
4,0.120,573292,2121,1960,496,228,0.505,0.004,0.246,1.033,
5,3.909,1657694,69234,4555,506,447,0.404,0.042,0.452,1.052,
6,1.092,1767369,19337,5204,648,389,0.432,0.011,0.360,1.083,
7,2.512,1300236,44505,3663,85,602,0.540,0.034,0.580,1.051,
8,10.421,1941532,184586,5336,433,536,0.425,0.095,0.529,1.055,
9,0.130,739421,2310,2197,237,388,0.546,0.003,0.379,1.028,
10,26.193,8964540,463975,26275,803,583,0.525,0.052,0.569,1.270,
1,7.333,1797352,114110,5310,398,463,0.495,0.064,0.482,1.060,
2,10.524,4005467,163766,11640,943,458,0.504,0.041,0.473,1.122,
3,59.555,5158775,926725,13506,817,628,0.378,0.180,0.631,1.154,
4,0.888,1118082,13813,3760,781,261,0.541,0.012,0.249,1.040,
5,0.406,2350206,6318,6853,206,636,0.533,0.003,0.624,1.082,
6,2.023,546989,31483,1652,49,511,0.578,0.058,0.511,1.024,
7,7.212,1681199,112229,4947,247,523,0.513,0.067,0.527,1.062,
8,6.175,6237726,96083,18076,723,574,0.609,0.015,0.583,1.192,
9,4.835,1145646,75234,3088,409,426,0.428,0.066,0.417,1.039,
10,1.049,628203,16322,1704,83,521,0.594,0.026,0.522,1.033,
1,0.059,579846,1241,1562,203,431,0.316,0.002,0.417,1.022,
2,0.899,300649,18933,805,35,503,0.407,0.064,0.526,1.019,
3,16.435,3608781,346258,10853,819,480,0.406,0.096,0.479,1.114,
4,22.190,1964859,467508,5763,391,505,0.533,0.238,0.488,1.080,
5,0.259,1432554,5457,3974,322,511,0.468,0.004,0.481,1.039,
6,1.874,959972,39484,2830,387,389,0.366,0.041,0.375,1.038,
7,9.119,3220485,192116,9384,428,563,0.592,0.060,0.530,1.104,
8,23.854,2416229,502559,6905,335,561,0.639,0.208,0.534,1.077,
9,4.369,669281,92047,1913,213,420,0.456,0.138,0.420,1.025,
10,20.943,6953893,441245,19345,794,641,0.462,0.063,0.602,1.228,
1,3.396,1732139,69455,4576,358,544,0.355,0.040,0.514,1.051,
2,1.308,2017964,26758,5863,355,475,0.546,0.013,0.473,1.070,
3,19.908,8534119,407137,25823,823,586,0.594,0.048,0.562,1.275,
4,1.531,1924108,31314,6297,639,339,0.687,0.016,0.297,1.070,
5,1.360,1417068,27814,4385,414,378,0.718,0.020,0.382,1.061,
6,23.014,5106852,470668,15505,893,480,0.629,0.092,0.460,1.169,
7,20.371,10863866,416605,32005,969,614,0.642,0.038,0.610,1.319,
8,8.102,1185101,165693,3184,195,605,0.301,0.140,0.579,1.042,
9,6.532,2072547,133589,5908,431,477,0.483,0.065,0.496,1.071,
10,14.478,2349581,296086,6243,577,507,0.372,0.126,0.503,1.073,
1,1.151,1174858,24042,3376,78,627,0.608,0.021,0.732,1.032,
2,0.184,115059,3848,397,26,296,0.399,0.035,0.341,1.014,
3,64.853,8048719,1354237,25372,613,606,0.729,0.168,0.711,1.259,
4,0.601,2086871,12554,6116,224,529,0.655,0.006,0.615,1.059,
5,6.007,1064136,125429,2996,232,495,0.413,0.118,0.595,1.043,
6,3.627,1501911,75743,3930,283,547,0.448,0.051,0.625,1.039,
7,0.847,1009375,17691,2949,103,523,0.572,0.018,0.624,1.040,
8,18.989,8325715,396514,23537,662,661,0.490,0.048,0.745,1.249,
9,0.330,400791,6896,1200,104,385,0.492,0.018,0.421,1.020,
10,3.410,1503697,71213,4562,785,335,0.484,0.047,0.382,1.046,
1,0.185,162970,2963,560,18,318,0.533,0.019,0.319,1.016,
2,10.174,7384414,162927,21163,871,595,0.532,0.022,0.611,1.214,
3,9.369,5727385,150046,15317,905,570,0.505,0.026,0.563,1.143,
4,1.116,1165139,17880,3325,329,448,0.487,0.016,0.457,1.038,
5,3.199,860158,51233,2625,245,396,0.550,0.060,0.403,1.042,
6,16.246,5665761,260170,16696,677,571,0.427,0.046,0.573,1.174,
7,5.489,1041210,87904,2980,269,448,0.549,0.085,0.448,1.034,
8,10.478,9026669,167801,26631,766,581,0.601,0.019,0.576,1.265,
9,40.060,3188959,641542,9519,755,462,0.505,0.201,0.473,1.107,
10,3.684,4305787,59003,11618,638,616,0.362,0.014,0.612,1.129,
1,40.818,4091466,719292,11363,989,502,0.407,0.176,0.482,1.127,
2,6.360,2860579,112070,8439,351,558,0.620,0.039,0.565,1.076,
3,4.979,1608646,87743,4504,463,455,0.426,0.055,0.409,1.060,
4,0.047,521468,832,1482,38,552,0.421,0.002,0.520,1.017,
5,13.688,7082246,241215,19545,863,639,0.398,0.034,0.632,1.187,
6,2.159,2953369,38045,9325,832,368,0.643,0.013,0.381,1.090,
7,27.389,5839839,482651,16777,837,573,0.613,0.083,0.548,1.147,
8,1.716,1831683,30239,4925,536,482,0.322,0.017,0.447,1.052,
9,1.848,1131554,32566,3290,334,437,0.448,0.029,0.417,1.037,
10,0.995,2382732,17529,6921,639,436,0.559,0.007,0.417,1.113,
1,15.046,3538329,180146,10105,747,493,0.576,0.051,0.484,1.112,
2,2.036,159587,24376,571,29,332,0.368,0.154,0.341,1.014,
3,18.179,1656858,217659,4486,732,401,0.410,0.131,0.365,1.050,
4,29.940,7866595,358482,23291,832,576,0.586,0.046,0.576,1.213,
5,8.184,4875239,97986,14391,812,484,0.551,0.020,0.471,1.134,
6,0.412,866800,4927,2592,165,494,0.540,0.006,0.467,1.030,
7,9.119,1366925,109185,4021,316,461,0.477,0.080,0.447,1.053,
8,8.010,5484473,95903,14433,513,698,0.426,0.018,0.647,1.174,
9,7.100,1114882,85006,3210,229,478,0.513,0.076,0.457,1.044,
10,1.975,760787,23653,2096,80,587,0.462,0.031,0.578,1.023,
1,11.282,1639191,92657,4785,339,469,0.534,0.057,0.493,1.074,
2,22.430,2190065,184222,6111,533,465,0.510,0.084,0.484,1.062,
3,4.064,2375812,33378,7008,319,528,0.521,0.014,0.578,1.078,
4,9.653,1908983,79281,6014,153,557,0.707,0.042,0.612,1.067,
5,3.024,765387,24837,2324,110,466,0.594,0.033,0.497,1.037,
6,5.963,3426603,48971,9670,699,520,0.458,0.014,0.542,1.095,
7,1.876,697349,15409,1936,105,516,0.450,0.022,0.557,1.031,
8,6.051,823658,49697,2407,128,493,0.569,0.061,0.526,1.028,
9,6.336,5207342,52042,15234,870,533,0.571,0.010,0.563,1.145,
10,29.321,4238813,240813,12584,946,454,0.604,0.057,0.477,1.134,
1,4.684,569771,69700,1646,19,581,0.649,0.123,0.604,1.024,
2,75.813,10058227,1128172,29479,900,620,0.546,0.112,0.625,1.338,
3,3.594,3007340,53478,8425,824,487,0.386,0.018,0.468,1.109,
4,2.003,2135503,29801,6407,566,413,0.588,0.014,0.424,1.081,
5,1.826,848106,27177,2460,104,563,0.545,0.032,0.568,1.037,
6,2.999,1855565,44630,5366,492,468,0.374,0.024,0.464,1.073,
7,0.216,417803,3209,1184,11,572,0.479,0.008,0.573,1.019,
8,2.679,1249911,39861,3909,482,342,0.714,0.032,0.340,1.037,
9,0.220,612021,3267,1839,118,474,0.399,0.006,0.466,1.025,
10,5.967,3843026,88801,10739,942,484,0.527,0.023,0.504,1.120,
1,9.757,2528502,64132,7230,398,559,0.461,0.025,0.577,1.078,
2,0.980,160408,6442,539,6,463,0.330,0.042,0.480,1.018,
3,7.794,2597854,51232,7521,966,413,0.486,0.020,0.398,1.094,
4,4.320,611555,28393,1911,364,296,0.414,0.047,0.300,1.028,
5,14.487,1874750,95223,5793,366,422,0.644,0.051,0.423,1.076,
6,32.297,9139658,212285,26707,582,706,0.538,0.023,0.711,1.288,
7,13.752,2267614,90391,6559,214,581,0.675,0.040,0.603,1.066,
8,12.677,2673087,83323,8146,989,375,0.531,0.031,0.380,1.095,
9,0.260,4521576,1710,13145,953,497,0.417,0.000,0.545,1.148,
10,3.677,9215443,24166,25697,870,691,0.479,0.003,0.704,1.305,
1,1.798,2624832,17454,7375,856,432,0.448,0.007,0.447,1.096,
2,31.557,21123410,306259,69486,978,651,0.657,0.015,0.698,1.762,
3,1.438,1528118,13951,4639,206,514,0.539,0.009,0.514,1.050,
4,8.293,2401241,80486,7019,781,419,0.484,0.034,0.445,1.069,
5,6.915,4062804,67113,12245,795,456,0.658,0.017,0.483,1.146,
6,3.031,609491,29418,1820,28,559,0.658,0.049,0.569,1.020,
7,13.967,4976782,135547,13650,964,533,0.483,0.027,0.567,1.140,
8,0.533,78763,5173,308,4,264,0.632,0.067,0.287,1.011,
9,25.659,3867539,249016,11746,669,480,0.608,0.064,0.497,1.143,
10,6.807,6770152,66065,19303,421,694,0.494,0.010,0.688,1.223,
1,12.709,1676220,137457,4577,232,583,0.557,0.082,0.616,1.053,
2,3.465,585978,37480,1698,237,371,0.433,0.064,0.402,1.017,
3,0.927,312327,10027,862,2,653,0.311,0.033,0.672,1.014,
4,3.547,10193961,38368,30647,990,583,0.602,0.004,0.600,1.287,
5,1.619,3946602,17514,11444,389,599,0.515,0.005,0.621,1.136,
6,2.805,856399,30338,2550,247,394,0.497,0.036,0.413,1.030,
7,0.000,91333,0,300,13,302,0.449,0.001,0.317,1.012,
8,3.231,1608139,34946,4900,752,353,0.482,0.022,0.359,1.044,
9,28.762,3618807,311081,9873,501,581,0.509,0.086,0.588,1.111,
10,42.933,8093525,464350,24802,881,585,0.530,0.057,0.604,1.266,
1,4.835,3058572,65726,8612,436,552,0.519,0.022,0.456,1.093,
2,14.742,2226242,200416,6058,235,616,0.653,0.090,0.492,1.061,
3,5.015,1073822,68177,3105,196,507,0.472,0.064,0.407,1.045,
4,3.047,1003698,41420,2963,318,411,0.398,0.041,0.343,1.038,
